State,Year,Month,T2M,PRECTOTCORR
NEW MEXICO,2023,12,1.54,0.92
NEW MEXICO,2024,1,0.54,0.35
NEW MEXICO,2024,2,3.75,0.31
NEW MEXICO,2024,3,6.1,0.75
NEW MEXICO,2024,4,11.34,0.28
NEW MEXICO,2024,5,16.79,0.51
NEW MEXICO,2024,6,24.06,0.96
NEW MEXICO,2024,7,24.82,1.47
NEW MEXICO,2024,8,24.67,1.01
NEW MEXICO,2024,9,20.58,0.41
NEW MEXICO,2024,10,15.64,0.66
NEW MEXICO,2024,11,4.3,1.24
NEW MEXICO,2024,12,2.86,0.01
NEW MEXICO,2025,1,-1.35,0.08
NEW MEXICO,2025,2,5.68,0.05
NEW MEXICO,2025,3,7.71,0.13
NEW MEXICO,2025,4,12.07,0.49
NEW MEXICO,2025,5,16.09,0.96
NEW MEXICO,2025,6,23.33,1.45
NEW MEXICO,2025,7,23.97,1.5
NEW MEXICO,2025,8,24.78,1.01
NEW MEXICO,2025,9,19.45,1.71
NEW MEXICO,2025,10,13.9,0.74
NEW MEXICO,2025,11,7.72,0.67
NEW MEXICO,2025,12,-999.0,-999.0
NEW YORK,2000,1,-7.67,2.8
NEW YORK,2000,2,-5.4,2.79
NEW YORK,2000,3,1.96,3.38
NEW YORK,2000,4,4.96,4.24
NEW YORK,2000,5,12.67,4.81
NEW YORK,2000,6,16.98,5.22
NEW YORK,2000,7,17.13,3.47
NEW YORK,2000,8,17.7,2.87
NEW YORK,2000,9,13.88,2.88
NEW YORK,2000,10,8.24,2.11
NEW YORK,2000,11,1.41,1.97
NEW YORK,2000,12,-6.68,3.26
NEW YORK,2001,1,-6.36,1.12
NEW YORK,2001,2,-5.04,1.89
NEW YORK,2001,3,-2.92,4.11
NEW YORK,2001,4,6.24,0.87
NEW YORK,2001,5,12.57,2.11
NEW YORK,2001,6,17.89,4.15
NEW YORK,2001,7,18.49,1.85
NEW YORK,2001,8,21.51,2.27
NEW YORK,2001,9,14.88,3.56
NEW YORK,2001,10,9.0,1.07
NEW YORK,2001,11,5.35,1.69
NEW YORK,2001,12,-0.37,1.68
NEW YORK,2002,1,-3.36,1.93
NEW YORK,2002,2,-2.23,1.48
NEW YORK,2002,3,0.22,2.8
NEW YORK,2002,4,6.93,3.03
NEW YORK,2002,5,10.48,4.64
NEW YORK,2002,6,17.54,4.03
NEW YORK,2002,7,20.47,1.16
NEW YORK,2002,8,21.35,2.49
NEW YORK,2002,9,17.15,4.04
NEW YORK,2002,10,7.11,4.45
NEW YORK,2002,11,0.94,3.15
NEW YORK,2002,12,-4.95,3.46
NEW YORK,2003,1,-10.61,2.0
NEW YORK,2003,2,-8.63,2.32
NEW YORK,2003,3,-0.86,2.46
NEW YORK,2003,4,4.51,2.12
NEW YORK,2003,5,11.35,3.77
NEW YORK,2003,6,16.32,3.9
NEW YORK,2003,7,19.28,3.47
NEW YORK,2003,8,19.73,3.96
NEW YORK,2003,9,15.03,7.58
NEW YORK,2003,10,6.91,4.77
NEW YORK,2003,11,4.07,3.52
NEW YORK,2003,12,-3.55,3.97
NEW YORK,2004,1,-10.78,2.01
NEW YORK,2004,2,-7.5,1.38
NEW YORK,2004,3,0.52,1.83
NEW YORK,2004,4,6.11,3.23
NEW YORK,2004,5,14.67,4.24
NEW YORK,2004,6,16.42,2.19
NEW YORK,2004,7,18.91,5.78
NEW YORK,2004,8,18.59,5.49
NEW YORK,2004,9,15.78,7.5
NEW YORK,2004,10,8.01,1.86
NEW YORK,2004,11,2.75,3.2
NEW YORK,2004,12,-3.71,3.44
NEW YORK,2005,1,-8.14,4.23
NEW YORK,2005,2,-4.86,2.05
NEW YORK,2005,3,-3.06,3.36
NEW YORK,2005,4,6.93,4.81
NEW YORK,2005,5,10.08,1.25
NEW YORK,2005,6,19.69,2.59
NEW YORK,2005,7,20.74,3.18
NEW YORK,2005,8,21.47,2.76
NEW YORK,2005,9,17.95,1.48
NEW YORK,2005,10,8.89,8.77
NEW YORK,2005,11,3.33,3.77
NEW YORK,2005,12,-5.56,2.63
NEW YORK,2006,1,-2.36,4.16
NEW YORK,2006,2,-4.65,1.26
NEW YORK,2006,3,-0.75,1.06
NEW YORK,2006,4,6.27,3.17
NEW YORK,2006,5,12.22,3.29
NEW YORK,2006,6,16.67,9.16
NEW YORK,2006,7,20.63,2.69
NEW YORK,2006,8,18.36,4.63
NEW YORK,2006,9,13.75,3.9
NEW YORK,2006,10,7.44,4.34
NEW YORK,2006,11,4.74,3.6
NEW YORK,2006,12,-0.12,1.77
NEW YORK,2007,1,-4.01,2.98
NEW YORK,2007,2,-9.61,2.9
NEW YORK,2007,3,-2.26,3.5
NEW YORK,2007,4,3.68,5.0
NEW YORK,2007,5,12.9,1.83
NEW YORK,2007,6,17.7,2.8
NEW YORK,2007,7,18.9,4.42
NEW YORK,2007,8,19.71,2.97
NEW YORK,2007,9,16.78,2.68
NEW YORK,2007,10,12.47,4.95
NEW YORK,2007,11,1.11,3.56
NEW YORK,2007,12,-4.2,4.2
NEW YORK,2008,1,-4.91,1.74
NEW YORK,2008,2,-5.48,5.77
NEW YORK,2008,3,-1.43,5.9
NEW YORK,2008,4,7.53,2.08
NEW YORK,2008,5,10.25,2.32
NEW YORK,2008,6,18.41,2.88
NEW YORK,2008,7,20.09,4.97
NEW YORK,2008,8,17.59,2.2
NEW YORK,2008,9,16.13,3.81
NEW YORK,2008,10,7.11,3.61
NEW YORK,2008,11,1.4,1.94
NEW YORK,2008,12,-4.36,4.7
NEW YORK,2009,1,-10.08,2.06
NEW YORK,2009,2,-4.72,1.36
NEW YORK,2009,3,0.12,2.06
NEW YORK,2009,4,6.72,1.84
NEW YORK,2009,5,12.33,4.36
NEW YORK,2009,6,16.58,5.76
NEW YORK,2009,7,17.74,5.69
NEW YORK,2009,8,19.32,4.73
NEW YORK,2009,9,13.92,2.09
NEW YORK,2009,10,7.49,3.86
NEW YORK,2009,11,4.45,1.38
NEW YORK,2009,12,-4.49,3.22
NEW YORK,2010,1,-7.06,2.22
NEW YORK,2010,2,-5.28,3.3
NEW YORK,2010,3,1.88,4.42
NEW YORK,2010,4,8.32,2.11
NEW YORK,2010,5,13.8,2.35
NEW YORK,2010,6,18.05,3.33
NEW YORK,2010,7,21.41,3.31
NEW YORK,2010,8,19.87,4.47
NEW YORK,2010,9,16.22,4.25
NEW YORK,2010,10,8.07,4.99
NEW YORK,2010,11,2.09,2.78
NEW YORK,2010,12,-5.96,2.72
NEW YORK,2011,1,-8.21,1.64
NEW YORK,2011,2,-6.93,3.89
NEW YORK,2011,3,-1.66,4.55
NEW YORK,2011,4,6.83,6.0
NEW YORK,2011,5,14.15,5.12
NEW YORK,2011,6,17.59,4.82
NEW YORK,2011,7,20.58,2.97
NEW YORK,2011,8,18.58,9.07
NEW YORK,2011,9,16.25,9.7
NEW YORK,2011,10,8.52,3.63
NEW YORK,2011,11,4.5,2.96
NEW YORK,2011,12,-1.51,3.38
NEW YORK,2012,1,-4.21,2.44
NEW YORK,2012,2,-2.43,1.26
NEW YORK,2012,3,4.49,1.42
NEW YORK,2012,4,5.33,2.42
NEW YORK,2012,5,15.19,4.57
NEW YORK,2012,6,16.95,2.52
NEW YORK,2012,7,21.34,3.59
NEW YORK,2012,8,20.03,2.86
NEW YORK,2012,9,15.23,5.33
NEW YORK,2012,10,9.79,4.03
NEW YORK,2012,11,0.63,0.96
NEW YORK,2012,12,-1.51,4.44
NEW YORK,2013,1,-5.43,1.71
NEW YORK,2013,2,-5.19,1.67
NEW YORK,2013,3,-2.21,1.84
NEW YORK,2013,4,5.57,2.23
NEW YORK,2013,5,12.71,3.76
NEW YORK,2013,6,17.3,6.85
NEW YORK,2013,7,21.0,3.16
NEW YORK,2013,8,17.96,4.9
NEW YORK,2013,9,13.63,2.28
NEW YORK,2013,10,9.79,1.92
NEW YORK,2013,11,0.08,2.93
NEW YORK,2013,12,-4.03,3.01
NEW YORK,2014,1,-8.95,2.17
NEW YORK,2014,2,-8.49,2.8
NEW YORK,2014,3,-4.34,2.19
NEW YORK,2014,4,4.99,3.07
NEW YORK,2014,5,12.76,3.42
NEW YORK,2014,6,17.57,4.72
NEW YORK,2014,7,18.87,4.25
NEW YORK,2014,8,17.93,2.0
NEW YORK,2014,9,15.74,1.15
NEW YORK,2014,10,9.95,3.88
NEW YORK,2014,11,0.21,2.09
NEW YORK,2014,12,-2.69,2.76
NEW YORK,2015,1,-9.08,1.45
NEW YORK,2015,2,-13.01,1.44
NEW YORK,2015,3,-4.17,1.67
NEW YORK,2015,4,5.33,3.3
NEW YORK,2015,5,15.07,2.14
NEW YORK,2015,6,17.23,6.61
NEW YORK,2015,7,19.54,3.18
NEW YORK,2015,8,19.68,2.31
NEW YORK,2015,9,18.18,3.17
NEW YORK,2015,10,8.09,2.62
NEW YORK,2015,11,4.98,2.36
NEW YORK,2015,12,3.19,2.96
NEW YORK,2016,1,-5.4,1.25
NEW YORK,2016,2,-3.34,3.54
NEW YORK,2016,3,2.41,1.13
NEW YORK,2016,4,4.96,2.32
NEW YORK,2016,5,12.26,2.46
NEW YORK,2016,6,17.48,2.7
NEW YORK,2016,7,21.38,4.19
NEW YORK,2016,8,20.96,3.44
NEW YORK,2016,9,17.34,2.46
NEW YORK,2016,10,9.34,2.84
NEW YORK,2016,11,3.26,2.08
NEW YORK,2016,12,-3.58,2.13
NEW YORK,2017,1,-3.57,2.69
NEW YORK,2017,2,-2.47,2.57
NEW YORK,2017,3,-3.25,3.72
NEW YORK,2017,4,8.6,3.97
NEW YORK,2017,5,11.32,4.59
NEW YORK,2017,6,17.01,3.57
NEW YORK,2017,7,19.63,4.51
NEW YORK,2017,8,17.66,3.15
NEW YORK,2017,9,16.3,1.46
NEW YORK,2017,10,12.2,3.81
NEW YORK,2017,11,1.57,1.19
NEW YORK,2017,12,-4.73,1.02
NEW YORK,2018,1,-7.03,2.45
NEW YORK,2018,2,-2.55,3.62
NEW YORK,2018,3,-3.65,2.27
NEW YORK,2018,4,2.77,2.86
NEW YORK,2018,5,14.79,3.39
NEW YORK,2018,6,17.19,3.14
NEW YORK,2018,7,20.67,5.12
NEW YORK,2018,8,20.38,6.6
NEW YORK,2018,9,17.02,6.61
NEW YORK,2018,10,8.4,3.87
NEW YORK,2018,11,-0.43,5.12
NEW YORK,2018,12,-2.46,2.7
NEW YORK,2019,1,-7.5,3.54
NEW YORK,2019,2,-4.82,2.08
NEW YORK,2019,3,-1.99,1.67
NEW YORK,2019,4,7.18,4.24
NEW YORK,2019,5,12.56,4.77
NEW YORK,2019,6,16.87,4.33
NEW YORK,2019,7,21.32,2.99
NEW YORK,2019,8,18.89,3.45
NEW YORK,2019,9,16.25,0.97
NEW YORK,2019,10,10.49,4.05
NEW YORK,2019,11,-0.55,1.6
NEW YORK,2019,12,-3.56,3.02
NEW YORK,2020,1,-3.49,2.03
NEW YORK,2020,2,-4.69,2.97
NEW YORK,2020,3,1.94,2.4
NEW YORK,2020,4,4.19,3.81
NEW YORK,2020,5,10.75,2.6
NEW YORK,2020,6,17.6,2.98
NEW YORK,2020,7,22.08,2.49
NEW YORK,2020,8,19.92,5.34
NEW YORK,2020,9,15.58,2.31
NEW YORK,2020,10,9.42,2.61
NEW YORK,2020,11,4.61,2.88
NEW YORK,2020,12,-2.67,3.55
NEW YORK,2021,1,-6.19,1.54
NEW YORK,2021,2,-7.07,2.51
NEW YORK,2021,3,0.97,1.92
NEW YORK,2021,4,6.46,2.82
NEW YORK,2021,5,11.77,3.63
NEW YORK,2021,6,18.88,2.82
NEW YORK,2021,7,19.72,7.5
NEW YORK,2021,8,20.55,4.29
NEW YORK,2021,9,15.89,5.12
NEW YORK,2021,10,11.9,5.11
NEW YORK,2021,11,1.61,2.12
NEW YORK,2021,12,-0.47,1.95
NEW YORK,2022,1,-8.56,1.13
NEW YORK,2022,2,-5.08,3.27
NEW YORK,2022,3,0.49,2.92
NEW YORK,2022,4,4.9,4.48
NEW YORK,2022,5,13.87,2.15
NEW YORK,2022,6,17.03,3.97
NEW YORK,2022,7,20.8,1.87
NEW YORK,2022,8,21.61,2.56
NEW YORK,2022,9,15.23,5.21
NEW YORK,2022,10,8.84,2.04
NEW YORK,2022,11,3.6,3.22
NEW YORK,2022,12,-3.38,3.21
NEW YORK,2023,1,-1.66,2.7
NEW YORK,2023,2,-2.38,1.61
NEW YORK,2023,3,-0.48,2.62
NEW YORK,2023,4,8.37,3.91
NEW YORK,2023,5,11.68,0.76
NEW YORK,2023,6,16.48,3.96
NEW YORK,2023,7,20.86,5.13
NEW YORK,2023,8,18.58,5.77
NEW YORK,2023,9,15.76,3.65
NEW YORK,2023,10,10.67,2.82
NEW YORK,2023,11,1.04,1.87
NEW YORK,2023,12,-0.01,5.4
NEW YORK,2024,1,-3.8,4.45
NEW YORK,2024,2,-2.38,1.28
NEW YORK,2024,3,1.63,4.32
NEW YORK,2024,4,7.08,3.72
NEW YORK,2024,5,14.58,3.11
NEW YORK,2024,6,18.66,3.46
NEW YORK,2024,7,21.4,3.65
NEW YORK,2024,8,19.14,5.97
NEW YORK,2024,9,16.22,2.19
NEW YORK,2024,10,10.05,1.04
NEW YORK,2024,11,4.15,3.15
NEW YORK,2024,12,-3.61,2.95
NEW YORK,2025,1,-7.26,1.4
NEW YORK,2025,2,-6.28,2.23
NEW YORK,2025,3,2.21,1.94
NEW YORK,2025,4,6.61,2.37
NEW YORK,2025,5,12.19,6.41
NEW YORK,2025,6,18.66,4.22
NEW YORK,2025,7,21.34,3.4
NEW YORK,2025,8,18.73,1.76
NEW YORK,2025,9,16.95,2.63
NEW YORK,2025,10,9.37,3.1
NEW YORK,2025,11,1.91,1.88
NEW YORK,2025,12,-999.0,-999.0
NORTH CAROLINA,2000,1,2.05,3.79
NORTH CAROLINA,2000,2,5.92,1.64
NORTH CAROLINA,2000,3,11.56,2.36
NORTH CAROLINA,2000,4,13.9,3.59
NORTH CAROLINA,2000,5,21.63,1.48
NORTH CAROLINA,2000,6,25.65,2.38
NORTH CAROLINA,2000,7,26.06,3.22
NORTH CAROLINA,2000,8,25.26,2.83
NORTH CAROLINA,2000,9,20.66,5.37
NORTH CAROLINA,2000,10,15.26,0.01
NORTH CAROLINA,2000,11,8.37,2.04
NORTH CAROLINA,2000,12,0.54,1.09
NORTH CAROLINA,2001,1,3.05,1.58
NORTH CAROLINA,2001,2,7.41,2.19
NORTH CAROLINA,2001,3,8.06,4.22
NORTH CAROLINA,2001,4,15.67,1.09
NORTH CAROLINA,2001,5,20.87,2.32
NORTH CAROLINA,2001,6,24.71,3.93
NORTH CAROLINA,2001,7,25.02,3.45
NORTH CAROLINA,2001,8,26.3,2.57
NORTH CAROLINA,2001,9,20.38,2.24
NORTH CAROLINA,2001,10,14.65,1.01
NORTH CAROLINA,2001,11,12.83,0.57
NORTH CAROLINA,2001,12,8.18,1.68
NORTH CAROLINA,2002,1,5.19,3.8
NORTH CAROLINA,2002,2,5.57,1.13
NORTH CAROLINA,2002,3,10.67,3.28
NORTH CAROLINA,2002,4,17.74,0.43
NORTH CAROLINA,2002,5,20.27,1.95
NORTH CAROLINA,2002,6,25.97,1.82
NORTH CAROLINA,2002,7,27.98,2.56
NORTH CAROLINA,2002,8,26.26,4.27
NORTH CAROLINA,2002,9,22.85,2.8
NORTH CAROLINA,2002,10,16.51,5.28
NORTH CAROLINA,2002,11,8.58,3.23
NORTH CAROLINA,2002,12,2.93,3.93
NORTH CAROLINA,2003,1,1.42,1.49
NORTH CAROLINA,2003,2,3.94,4.13
NORTH CAROLINA,2003,3,10.83,5.28
NORTH CAROLINA,2003,4,14.41,5.87
NORTH CAROLINA,2003,5,19.13,5.73
NORTH CAROLINA,2003,6,22.7,4.82
NORTH CAROLINA,2003,7,25.04,5.54
NORTH CAROLINA,2003,8,25.48,5.71
NORTH CAROLINA,2003,9,20.37,3.35
NORTH CAROLINA,2003,10,14.91,2.02
NORTH CAROLINA,2003,11,12.37,1.38
NORTH CAROLINA,2003,12,3.39,2.11
NORTH CAROLINA,2004,1,2.4,0.94
NORTH CAROLINA,2004,2,3.84,2.93
NORTH CAROLINA,2004,3,11.17,1.24
NORTH CAROLINA,2004,4,15.74,1.72
NORTH CAROLINA,2004,5,23.28,2.59
NORTH CAROLINA,2004,6,25.12,3.82
NORTH CAROLINA,2004,7,26.82,3.77
NORTH CAROLINA,2004,8,24.24,4.59
NORTH CAROLINA,2004,9,21.29,6.95
NORTH CAROLINA,2004,10,16.56,1.07
NORTH CAROLINA,2004,11,11.0,2.73
NORTH CAROLINA,2004,12,4.67,1.84
NORTH CAROLINA,2005,1,4.95,1.77
NORTH CAROLINA,2005,2,5.45,2.49
NORTH CAROLINA,2005,3,8.24,3.22
NORTH CAROLINA,2005,4,14.46,2.36
NORTH CAROLINA,2005,5,18.39,1.54
NORTH CAROLINA,2005,6,24.44,3.83
NORTH CAROLINA,2005,7,27.42,5.0
NORTH CAROLINA,2005,8,26.74,2.49
NORTH CAROLINA,2005,9,24.22,0.64
NORTH CAROLINA,2005,10,16.84,3.01
NORTH CAROLINA,2005,11,11.31,2.73
NORTH CAROLINA,2005,12,3.17,3.54
NORTH CAROLINA,2006,1,7.21,2.3
NORTH CAROLINA,2006,2,4.93,1.27
NORTH CAROLINA,2006,3,9.78,1.15
NORTH CAROLINA,2006,4,16.96,2.58
NORTH CAROLINA,2006,5,19.82,1.54
NORTH CAROLINA,2006,6,24.42,5.91
NORTH CAROLINA,2006,7,26.77,2.53
NORTH CAROLINA,2006,8,26.98,4.76
NORTH CAROLINA,2006,9,20.76,3.12
NORTH CAROLINA,2006,10,14.22,3.12
NORTH CAROLINA,2006,11,9.83,5.77
NORTH CAROLINA,2006,12,7.29,2.41
NORTH CAROLINA,2007,1,5.64,2.51
NORTH CAROLINA,2007,2,3.21,2.61
NORTH CAROLINA,2007,3,11.76,2.59
NORTH CAROLINA,2007,4,13.86,3.07
NORTH CAROLINA,2007,5,19.9,0.78
NORTH CAROLINA,2007,6,25.03,3.84
NORTH CAROLINA,2007,7,25.68,2.29
NORTH CAROLINA,2007,8,29.43,1.11
NORTH CAROLINA,2007,9,24.14,1.11
NORTH CAROLINA,2007,10,19.57,3.88
NORTH CAROLINA,2007,11,9.17,0.49
NORTH CAROLINA,2007,12,7.73,3.56
NORTH CAROLINA,2008,1,3.05,1.33
NORTH CAROLINA,2008,2,7.02,2.63
NORTH CAROLINA,2008,3,10.32,3.22
NORTH CAROLINA,2008,4,14.88,3.66
NORTH CAROLINA,2008,5,19.27,2.14
NORTH CAROLINA,2008,6,26.94,1.93
NORTH CAROLINA,2008,7,26.21,4.25
NORTH CAROLINA,2008,8,25.26,5.68
NORTH CAROLINA,2008,9,21.15,5.13
NORTH CAROLINA,2008,10,14.05,1.33
NORTH CAROLINA,2008,11,7.6,2.58
NORTH CAROLINA,2008,12,7.03,2.76
NORTH CAROLINA,2009,1,2.87,2.05
NORTH CAROLINA,2009,2,5.29,2.29
NORTH CAROLINA,2009,3,8.96,3.93
NORTH CAROLINA,2009,4,15.02,2.16
NORTH CAROLINA,2009,5,20.07,4.21
NORTH CAROLINA,2009,6,24.78,3.86
NORTH CAROLINA,2009,7,25.61,3.51
NORTH CAROLINA,2009,8,26.24,2.71
NORTH CAROLINA,2009,9,22.12,2.07
NORTH CAROLINA,2009,10,15.42,2.48
NORTH CAROLINA,2009,11,10.59,5.24
NORTH CAROLINA,2009,12,3.63,5.1
NORTH CAROLINA,2010,1,1.02,3.8
NORTH CAROLINA,2010,2,1.09,3.55
NORTH CAROLINA,2010,3,9.26,2.86
NORTH CAROLINA,2010,4,16.18,1.26
NORTH CAROLINA,2010,5,21.33,4.22
NORTH CAROLINA,2010,6,26.63,3.13
NORTH CAROLINA,2010,7,27.59,4.0
NORTH CAROLINA,2010,8,26.97,3.43
NORTH CAROLINA,2010,9,23.99,4.6
NORTH CAROLINA,2010,10,15.96,1.39
NORTH CAROLINA,2010,11,9.62,1.15
NORTH CAROLINA,2010,12,0.18,1.27
NORTH CAROLINA,2011,1,1.59,0.96
NORTH CAROLINA,2011,2,7.0,2.41
NORTH CAROLINA,2011,3,10.0,3.31
NORTH CAROLINA,2011,4,16.78,2.28
NORTH CAROLINA,2011,5,21.2,3.38
NORTH CAROLINA,2011,6,26.69,2.72
NORTH CAROLINA,2011,7,28.26,3.62
NORTH CAROLINA,2011,8,26.96,2.66
NORTH CAROLINA,2011,9,22.44,4.73
NORTH CAROLINA,2011,10,14.15,2.6
NORTH CAROLINA,2011,11,10.53,3.73
NORTH CAROLINA,2011,12,7.55,2.05
NORTH CAROLINA,2012,1,5.76,1.78
NORTH CAROLINA,2012,2,7.07,1.49
NORTH CAROLINA,2012,3,14.84,2.64
NORTH CAROLINA,2012,4,15.97,1.97
NORTH CAROLINA,2012,5,21.7,3.95
NORTH CAROLINA,2012,6,24.19,2.36
NORTH CAROLINA,2012,7,28.15,4.31
NORTH CAROLINA,2012,8,24.89,4.39
NORTH CAROLINA,2012,9,21.4,3.64
NORTH CAROLINA,2012,10,15.25,1.37
NORTH CAROLINA,2012,11,7.41,0.57
NORTH CAROLINA,2012,12,8.05,2.6
NORTH CAROLINA,2013,1,6.1,3.2
NORTH CAROLINA,2013,2,4.19,3.14
NORTH CAROLINA,2013,3,6.11,2.36
NORTH CAROLINA,2013,4,14.94,3.43
NORTH CAROLINA,2013,5,18.75,2.65
NORTH CAROLINA,2013,6,23.69,7.83
NORTH CAROLINA,2013,7,24.92,5.54
NORTH CAROLINA,2013,8,23.77,3.17
NORTH CAROLINA,2013,9,21.21,1.9
NORTH CAROLINA,2013,10,16.49,0.9
NORTH CAROLINA,2013,11,7.86,2.55
NORTH CAROLINA,2013,12,6.67,4.32
NORTH CAROLINA,2014,1,0.82,2.51
NORTH CAROLINA,2014,2,4.6,2.6
NORTH CAROLINA,2014,3,6.37,3.79
NORTH CAROLINA,2014,4,14.99,3.66
NORTH CAROLINA,2014,5,20.72,3.2
NORTH CAROLINA,2014,6,25.18,2.25
NORTH CAROLINA,2014,7,26.0,3.38
NORTH CAROLINA,2014,8,24.68,3.12
NORTH CAROLINA,2014,9,22.61,2.88
NORTH CAROLINA,2014,10,16.89,1.47
NORTH CAROLINA,2014,11,7.47,3.25
NORTH CAROLINA,2014,12,6.2,2.77
NORTH CAROLINA,2015,1,3.05,2.15
NORTH CAROLINA,2015,2,1.02,2.48
NORTH CAROLINA,2015,3,9.81,2.14
NORTH CAROLINA,2015,4,15.78,3.21
NORTH CAROLINA,2015,5,21.6,0.94
NORTH CAROLINA,2015,6,26.9,3.61
NORTH CAROLINA,2015,7,27.57,3.19
NORTH CAROLINA,2015,8,26.37,2.86
NORTH CAROLINA,2015,9,23.08,3.34
NORTH CAROLINA,2015,10,15.02,5.04
NORTH CAROLINA,2015,11,11.6,6.62
NORTH CAROLINA,2015,12,12.16,5.76
NORTH CAROLINA,2016,1,2.14,1.18
NORTH CAROLINA,2016,2,5.2,3.14
NORTH CAROLINA,2016,3,12.83,1.37
NORTH CAROLINA,2016,4,14.68,1.54
NORTH CAROLINA,2016,5,19.2,4.7
NORTH CAROLINA,2016,6,25.43,2.64
NORTH CAROLINA,2016,7,28.59,3.94
NORTH CAROLINA,2016,8,27.4,3.37
NORTH CAROLINA,2016,9,24.35,5.33
NORTH CAROLINA,2016,10,16.86,3.48
NORTH CAROLINA,2016,11,11.01,0.63
NORTH CAROLINA,2016,12,5.57,2.07
NORTH CAROLINA,2017,1,6.8,3.46
NORTH CAROLINA,2017,2,9.79,0.88
NORTH CAROLINA,2017,3,10.29,2.24
NORTH CAROLINA,2017,4,17.98,4.7
NORTH CAROLINA,2017,5,20.61,5.24
NORTH CAROLINA,2017,6,23.92,4.19
NORTH CAROLINA,2017,7,27.26,2.66
NORTH CAROLINA,2017,8,25.81,2.84
NORTH CAROLINA,2017,9,22.15,2.86
NORTH CAROLINA,2017,10,17.79,2.23
NORTH CAROLINA,2017,11,10.17,0.77
NORTH CAROLINA,2017,12,5.04,1.7
NORTH CAROLINA,2018,1,1.73,2.54
NORTH CAROLINA,2018,2,10.75,2.63
NORTH CAROLINA,2018,3,7.65,3.35
NORTH CAROLINA,2018,4,13.65,4.15
NORTH CAROLINA,2018,5,22.32,4.11
NORTH CAROLINA,2018,6,26.35,1.99
NORTH CAROLINA,2018,7,26.89,4.31
NORTH CAROLINA,2018,8,25.91,5.13
NORTH CAROLINA,2018,9,24.99,8.75
NORTH CAROLINA,2018,10,16.34,4.67
NORTH CAROLINA,2018,11,8.12,5.51
NORTH CAROLINA,2018,12,6.54,4.7
NORTH CAROLINA,2019,1,4.62,3.33
NORTH CAROLINA,2019,2,8.25,4.28
NORTH CAROLINA,2019,3,8.79,2.45
NORTH CAROLINA,2019,4,16.13,3.99
NORTH CAROLINA,2019,5,22.18,2.42
NORTH CAROLINA,2019,6,23.88,4.14
NORTH CAROLINA,2019,7,27.34,3.75
NORTH CAROLINA,2019,8,26.26,3.54
NORTH CAROLINA,2019,9,25.77,0.48
NORTH CAROLINA,2019,10,19.4,4.0
NORTH CAROLINA,2019,11,7.67,2.73
NORTH CAROLINA,2019,12,7.22,3.82
NORTH CAROLINA,2020,1,6.68,4.15
NORTH CAROLINA,2020,2,7.72,5.21
NORTH CAROLINA,2020,3,13.05,2.11
NORTH CAROLINA,2020,4,14.57,4.4
NORTH CAROLINA,2020,5,18.14,6.66
NORTH CAROLINA,2020,6,23.35,3.39
NORTH CAROLINA,2020,7,27.15,3.16
NORTH CAROLINA,2020,8,25.87,5.42
NORTH CAROLINA,2020,9,21.26,4.83
NORTH CAROLINA,2020,10,17.3,2.88
NORTH CAROLINA,2020,11,12.23,5.47
NORTH CAROLINA,2020,12,4.77,3.74
NORTH CAROLINA,2021,1,4.21,3.64
NORTH CAROLINA,2021,2,4.56,4.85
NORTH CAROLINA,2021,3,11.3,3.17
NORTH CAROLINA,2021,4,14.89,0.89
NORTH CAROLINA,2021,5,19.3,1.82
NORTH CAROLINA,2021,6,24.37,3.57
NORTH CAROLINA,2021,7,26.44,3.8
NORTH CAROLINA,2021,8,26.73,3.12
NORTH CAROLINA,2021,9,22.55,3.72
NORTH CAROLINA,2021,10,18.38,1.94
NORTH CAROLINA,2021,11,8.82,0.58
NORTH CAROLINA,2021,12,10.23,1.49
NORTH CAROLINA,2022,1,2.86,3.61
NORTH CAROLINA,2022,2,7.23,2.32
NORTH CAROLINA,2022,3,11.87,3.85
NORTH CAROLINA,2022,4,14.99,3.91
NORTH CAROLINA,2022,5,21.24,3.52
NORTH CAROLINA,2022,6,25.84,1.41
NORTH CAROLINA,2022,7,27.49,5.2
NORTH CAROLINA,2022,8,26.01,2.58
NORTH CAROLINA,2022,9,22.27,4.4
NORTH CAROLINA,2022,10,14.69,0.8
NORTH CAROLINA,2022,11,11.69,3.86
NORTH CAROLINA,2022,12,4.88,2.86
NORTH CAROLINA,2023,1,7.59,3.6
NORTH CAROLINA,2023,2,10.17,2.65
NORTH CAROLINA,2023,3,10.84,2.44
NORTH CAROLINA,2023,4,15.79,5.47
NORTH CAROLINA,2023,5,18.52,1.76
NORTH CAROLINA,2023,6,22.88,4.24
NORTH CAROLINA,2023,7,27.45,3.11
NORTH CAROLINA,2023,8,26.9,3.76
NORTH CAROLINA,2023,9,22.9,2.02
NORTH CAROLINA,2023,10,16.98,0.94
NORTH CAROLINA,2023,11,10.36,1.59
NORTH CAROLINA,2023,12,7.44,5.6
NORTH CAROLINA,2024,1,4.9,5.25
NORTH CAROLINA,2024,2,7.52,1.25
NORTH CAROLINA,2024,3,12.14,3.92
NORTH CAROLINA,2024,4,16.56,1.41
NORTH CAROLINA,2024,5,21.56,5.58
NORTH CAROLINA,2024,6,26.2,0.96
NORTH CAROLINA,2024,7,27.58,5.86
